SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,Latitude,Longitude,Location
Vacant/Abandoned Building,15-06215312,11/17/2015,Front,,Open,,Vacant,FALSE,FALSE,7717,S,STONY ISLAND,AVE,60649,1188292.894,1854138.04,8,4,43,41.75483073,-87.5855249,"(41.754830727622, -87.585524904386)"
Vacant/Abandoned Building,15-06218580,11/17/2015,Front,,Open,REAR DR,Vacant,FALSE,TRUE,4031,W,ADAMS,ST,60624,1149552.251,1898706.737,28,11,26,41.87796991,-87.72634538,"(41.877969911545, -87.726345380893)"
Vacant/Abandoned Building,15-06217837,11/17/2015,Front,,Open,FRONT,Vacant,FALSE,FALSE,8100,S,KINGSTON,AVE,60617,1194587.844,1851756.652,7,4,46,41.74814355,-87.56253435,"(41.748143545921, -87.562534351845)"
Vacant/Abandoned Building,15-06231788,11/17/2015,Front,,Open,FRONT DOOR AND ALSO IN THE BACK,Vacant,FALSE,FALSE,5154,S,MAY,ST,60609,1169526.069,1870632.265,20,9,61,41.80051993,-87.65382198,"(41.800519934787, -87.653821980152)"
Vacant/Abandoned Building,15-06221900,11/17/2015,Front,,Open,FRONT DOOR IS OPEN,Vacant,FALSE,FALSE,5118,S,ABERDEEN,ST,60609,1169851.735,1870864.777,20,9,61,41.8011509,-87.65262091,"(41.801150903938, -87.652620906642)"
Vacant/Abandoned Building,15-06235047,11/17/2015,Front,,Open,FRONT ENTRANCE AND REAR EXIT SEVERAL BOARDS LAYING IN THE GRASS,Vacant,FALSE,TRUE,121,E,71ST,ST,60619,1178484.527,1857974.382,6,3,69,41.76558641,-87.62135304,"(41.765586406376, -87.621353044499)"
Vacant/Abandoned Building,15-06230293,11/17/2015,Front,,Open,ALL DOORS AND WINDOWS OVER 1 YR NOW,Vacant,FALSE,TRUE,1509,W,71ST,PL,60636,1167313.241,1857314.121,17,7,67,41.76402101,-87.66231827,"(41.764021012534, -87.662318268512)"
Vacant/Abandoned Building,15-06211809,11/17/2015,Front,,Open,,Vacant,FALSE,FALSE,4225,S,MAPLEWOOD,AVE,60632,1160064.663,1876562.387,15,9,58,41.81699294,-87.68835688,"(41.816992943612, -87.688356878805)"
Vacant/Abandoned Building,15-06222498,11/17/2015,Front,,Open,FRONT / SIDE ENTRANCE,Vacant,FALSE,TRUE,4418,W,CONGRESS,PKWY,60624,1147017.337,1897324.331,28,11,26,41.87422525,-87.73568841,"(41.874225245003, -87.735688406553)"
Vacant/Abandoned Building,15-06215344,11/17/2015,Front,,Open,,Vacant,FALSE,FALSE,20,E,120TH,ST,60628,1178525.475,1825403.644,9,5,53,41.67620713,-87.62218911,"(41.676207133701, -87.622189110566)"
Vacant/Abandoned Building,15-06219665,11/17/2015,Front,,Open,,Vacant,FALSE,FALSE,13248,S,BURLEY,AVE,60633,1199760.543,1817720.178,10,4,55,41.65461566,-87.54472235,"(41.654615656443, -87.544722350748)"
Vacant/Abandoned Building,15-06221719,11/17/2015,Front,,Open,FRONT,Vacant,FALSE,TRUE,5016,S,MAY,ST,60609,1169502.04,1871533.602,20,9,61,41.80299382,-87.65388397,"(41.80299382482, -87.653883971393)"
Vacant/Abandoned Building,15-06231640,11/17/2015,Front,,Open,,Occupied,FALSE,TRUE,6153,S,MAY,ST,60621,1169705.462,1863990.188,16,7,68,41.78228942,-87.65335675,"(41.7822894206, -87.653356750044)"
Vacant/Abandoned Building,15-06219307,11/17/2015,Front,,Open,ALL ENTRIES OPEN,Vacant,FALSE,TRUE,6220,S,ABERDEEN,ST,60621,1170048.638,1863556.025,16,7,68,41.78109057,-87.65211118,"(41.781090572006, -87.652111183436)"
Vacant/Abandoned Building,15-06231918,11/17/2015,Front,,Open,"SIDE DOOR IS OPEN,",Vacant,FALSE,TRUE,4125,S,ALBANY,AVE,60632,1156368.452,1876996.139,15,9,58,41.81825855,-87.70190394,"(41.818258546324, -87.701903939876)"
Vacant/Abandoned Building,15-06230473,11/17/2015,Front,,Open,FRONT DOOR,Vacant,FALSE,TRUE,1505,W,71ST,PL,60636,1167330.641,1857314.621,17,7,67,41.76402201,-87.66225448,"(41.764022012105, -87.662254479039)"
Vacant/Abandoned Building,15-06226162,11/17/2015,,,,,,,,11616,S,CHURCH,ST,60643,1165368.942,1827601.113,34,22,75,41.68252527,-87.67028341,"(41.682525265371, -87.670283408537)"
Vacant/Abandoned Building,15-06217481,11/17/2015,Front,,Boarded,,Vacant,FALSE,TRUE,1721,N,MILWAUKEE,AVE,60647,1161829.717,1911418.658,32,14,24,41.91260533,-87.68091046,"(41.912605330323, -87.680910462073)"
Vacant/Abandoned Building,15-06189959,11/16/2015,Front,,Open,ALL,Vacant,FALSE,FALSE,7420,S,NORMAL,AVE,60621,1174245.06,1855718.56,6,7,68,41.75949141,-87.63695893,"(41.759491406755, -87.636958927739)"
Vacant/Abandoned Building,15-06189162,11/16/2015,Front,,Open,,Vacant,FALSE,FALSE,8024,S,WESTERN,AVE,60620,1161773.62,1851284.18,18,8,70,41.74759075,-87.68278949,"(41.747590753702, -87.682789491433)"
Vacant/Abandoned Building,15-06202679,11/16/2015,Front,,Open,WINDOWS AND DOORS,Vacant,FALSE,FALSE,3854,W,LEXINGTON,ST,60624,1150825.69,1896421.174,24,11,26,41.87167326,-87.72172938,"(41.871673264596, -87.721729382105)"
Vacant/Abandoned Building,15-06203657,11/16/2015,Garage,,Boarded,,Vacant,FALSE,FALSE,4263,W,81ST,ST,60652,1149320.442,1850455.066,18,8,70,41.74556483,-87.72844358,"(41.745564825973, -87.728443576233)"
Vacant/Abandoned Building,15-06201830,11/16/2015,Front,,Open,NO,Vacant,FALSE,FALSE,5601,S,THROOP,ST,60636,1168613.512,1867627.074,16,7,67,41.79229309,-87.65725529,"(41.792293094851, -87.65725528855)"
Vacant/Abandoned Building,15-06195935,11/16/2015,Front,,Open,REAR DR,Vacant,FALSE,TRUE,1022,N,LAWLER,AVE,60651,1142506.809,1906332.082,37,15,25,41.89902859,-87.75202517,"(41.899028593553, -87.752025173784)"
Vacant/Abandoned Building,15-06206463,11/16/2015,Front,,Open,WIDE OPEN DOORS,Vacant,FALSE,TRUE,7148,S,WENTWORTH,AVE,60621,1176196.824,1857578.233,6,7,69,41.76455099,-87.62975004,"(41.7645509857, -87.629750044853)"
Vacant/Abandoned Building,15-06188247,11/16/2015,Front,,Open,,Vacant,TRUE,FALSE,5044,S,CARPENTER,ST,60609,1170169.32,1871363.302,20,9,61,41.802512,-87.65144171,"(41.802512002355, -87.651441708869)"
Vacant/Abandoned Building,15-06202358,11/16/2015,Front,,Open,WINDOWS AND NORTH SIDE OF THE BUILDING OPEN,Vacant,FALSE,FALSE,600,N,CICERO,AVE,60644,1144253.518,1903557.276,28,15,25,41.89138155,-87.7456793,"(41.891381554644, -87.745679302337)"
Vacant/Abandoned Building,15-06200412,11/16/2015,Front,,Open,FRONT DOOR,Vacant,FALSE,TRUE,349,W,95TH,ST,60628,1175536.33,1841922.244,21,5,49,41.72160378,-87.63263817,"(41.721603783652, -87.63263816933)"
Vacant/Abandoned Building,15-06199306,11/16/2015,Front,,Open,DOORS/ WINDOWS,Vacant,FALSE,FALSE,4030,W,ADAMS,ST,60624,1149559.051,1898706.937,28,11,26,41.87797033,-87.72632041,"(41.877970328398, -87.72632040753)"
Vacant/Abandoned Building,15-06200145,11/16/2015,,,,,,,,5014,S,HERMITAGE,AVE,60609,1165526.623,1871450.234,20,9,61,41.80285036,-87.66846603,"(41.80285036271, -87.668466026159)"
Vacant/Abandoned Building,15-06188677,11/16/2015,Front,,Open,,Vacant,FALSE,FALSE,5406,S,PAULINA,ST,60609,1165929.797,1868852.959,16,9,61,41.79571457,-87.66706123,"(41.795714565412, -87.667061234035)"
Vacant/Abandoned Building,15-06201017,11/16/2015,Front,,Open,FRONT-DOG OBSERVED IN WINDOW,Vacant,FALSE,TRUE,4507,W,MAYPOLE,AVE,60624,1146269.73,1901075.808,28,11,26,41.88453399,-87.73833782,"(41.884533993202, -87.738337816528)"
Vacant/Abandoned Building,15-06202013,11/16/2015,Front,,Open,FRONT,Vacant,FALSE,TRUE,7028,S,RHODES,AVE,60637,1181122,1858538.942,6,3,69,41.7670753,-87.61166858,"(41.767075300765, -87.611668576722)"
Vacant/Abandoned Building,15-06194984,11/16/2015,Front,,Open,OPEN IN THE REAR OF BLDG.,Vacant,FALSE,TRUE,6507,S,EVANS,AVE,60637,1182337.56,1862030.806,20,3,42,41.77662924,-87.60710502,"(41.776629239968, -87.607105021409)"
Vacant/Abandoned Building,15-06196918,11/16/2015,Front,,Open,SIDE AS WELL AS WINDOWS ARE MISSING,Vacant,FALSE,TRUE,7941,S,UNION,AVE,60620,1173012.147,1852222.14,17,6,71,41.74992409,-87.64158054,"(41.749924089182, -87.641580544644)"
Vacant/Abandoned Building,15-06189157,11/16/2015,Rear,,Open,REAR,Vacant,FALSE,FALSE,9949,S,YATES,AVE,60617,1194134.127,1839474.097,7,4,51,41.71445026,-87.56459886,"(41.714450258251, -87.564598855585)"
Vacant/Abandoned Building,15-06209081,11/16/2015,Front,,Open,"FRONT DOOR IS OPEN,",Vacant,FALSE,FALSE,8004,S,DOBSON,AVE,60619,1184613.192,1852145.18,8,6,44,41.7494491,-87.5990721,"(41.74944909602, -87.599072104573)"
Vacant/Abandoned Building,15-06200528,11/16/2015,Front,,Open,,Vacant,FALSE,FALSE,9804,S,AVENUE L,,60617,1201797.56,1840708.634,10,4,52,41.71764674,-87.53649102,"(41.717646741261, -87.536491019554)"
Vacant/Abandoned Building,15-06197049,11/16/2015,Front,,Open,FRONT DOOR,Vacant,FALSE,TRUE,7811,S,CALUMET,AVE,60619,1179826.739,1853293.144,6,6,69,41.75270999,-87.6165764,"(41.752709988214, -87.616576402619)"
Vacant/Abandoned Building,15-06203317,11/16/2015,Front,,Open,USING SIDE TO GET TO REAR,Vacant,TRUE,TRUE,8826,S,DANTE,AVE,60619,1187327.579,1846743.983,8,4,48,41.73456367,-87.58929675,"(41.734563674744, -87.589296751372)"
Vacant/Abandoned Building,15-06200417,11/16/2015,Garage,,Open,,Vacant,FALSE,TRUE,5651,S,HOYNE,AVE,60636,1163326.188,1867161.306,15,7,67,41.79112743,-87.67665619,"(41.791127432533, -87.676656193696)"
Vacant/Abandoned Building,15-06195227,11/16/2015,Rear,,Open,IN THE REAR,Vacant,FALSE,TRUE,6507,S,LANGLEY,AVE,60637,1182011.162,1862019.759,20,3,42,41.77660648,-87.60830191,"(41.776606483893, -87.608301910663)"
Vacant/Abandoned Building,15-06200186,11/16/2015,,,,,,,,7316,S,DR MARTIN LUTHER KING JR,DR,60619,1180175.062,1856595.616,6,3,69,41.76176436,-87.61519893,"(41.761764359879, -87.61519892822)"
Vacant/Abandoned Building,15-06203825,11/16/2015,Front,,Open,WINDOWS AND DOORS,Vacant,FALSE,FALSE,5608,S,GREEN,ST,60621,1171595.384,1867661.106,20,7,68,41.79232161,-87.64632025,"(41.792321612925, -87.646320245244)"
Vacant/Abandoned Building,15-06201011,11/16/2015,Garage,,Open,,Vacant,FALSE,TRUE,5649,S,HOYNE,AVE,60636,1163325.782,1867174.641,15,7,67,41.79116403,-87.67665731,"(41.791164034073, -87.67665731068)"
Vacant/Abandoned Building,15-06174165,11/15/2015,Front,,Open,SIDE BASEMENT WINDOW,Vacant,FALSE,FALSE,4425,N,SAWYER,AVE,60625,1153921.688,1929227.489,33,17,14,41.9616355,-87.70948654,"(41.961635502167, -87.709486537545)"
Vacant/Abandoned Building,15-06174385,11/15/2015,Front,,Open,REAR ATTIC DOOR,Vacant,FALSE,FALSE,4151,W,SCHOOL,ST,60641,1148144.207,1921613.817,30,17,16,41.94085644,-87.73092471,"(41.940856439807, -87.730924708713)"
Vacant/Abandoned Building,15-06171608,11/15/2015,Front,,Open,PLS SECURE THE SIDE,Vacant,FALSE,TRUE,7609,S,DAMEN,AVE,60620,1164345.398,1854195.948,17,6,71,41.75552732,-87.67328383,"(41.755527323725, -87.673283834604)"
Vacant/Abandoned Building,15-06174192,11/15/2015,Front,,Open,FRONT DOOR,Vacant,FALSE,FALSE,4026,N,ALBANY,AVE,60618,1155000.998,1926603.363,33,17,16,41.9544131,-87.70558904,"(41.954413104214, -87.705589044558)"
Vacant/Abandoned Building,15-06168334,11/15/2015,Rear,,Open,REAR,Vacant,FALSE,TRUE,7350,S,CHAMPLAIN,AVE,60619,1181827.523,1856756.462,6,3,69,41.76216772,-87.60913758,"(41.762167722521, -87.609137576964)"
Vacant/Abandoned Building,15-06182271,11/15/2015,Front,,Open,THE GARAGE AND BACK DOORS OF THE HOUSE,Vacant,FALSE,TRUE,9117,S,PARNELL,AVE,60620,1174233.193,1844438.253,21,22,73,41.72853706,-87.6373368,"(41.728537062106, -87.63733680044)"
Vacant/Abandoned Building,15-06174852,11/15/2015,Front,,Open,WINDOW IS OPEN,Vacant,FALSE,FALSE,3451,N,LAVERGNE,AVE,60641,1142422.02,1922575.626,31,16,15,41.94360415,-87.7519321,"(41.943604154976, -87.751932104682)"
Vacant/Abandoned Building,15-06175616,11/15/2015,Front,,Open,DOORS / WINDOWS OPEN,Vacant,FALSE,TRUE,7927,S,MARQUETTE,AVE,60617,1195555.36,1852927.85,7,4,46,41.75133357,-87.5589505,"(41.751333566289, -87.558950500351)"
Vacant/Abandoned Building,15-06180933,11/15/2015,Front,,Open,,Vacant,FALSE,FALSE,3850,W,FLOURNOY,ST,60624,1151203.66,1896762.49,24,11,26,41.87260248,-87.72033274,"(41.872602475195, -87.720332744009)"
Vacant/Abandoned Building,15-06160671,11/14/2015,Front,,Open,,Vacant,FALSE,FALSE,7131,S,WESTERN,AVE,60636,1161608.734,1857310.207,18,8,66,41.76413049,-87.68322683,"(41.764130486862, -87.683226826912)"
Vacant/Abandoned Building,15-06163225,11/14/2015,Front,,Open,FRONT -- DOOR -- PLS SECURE,Vacant,FALSE,FALSE,5117,S,ABERDEEN,ST,60609,1169851.635,1870871.577,20,9,61,41.80116957,-87.65262108,"(41.801169566057, -87.652621075883)"
Vacant/Abandoned Building,15-06159974,11/14/2015,Rear,,Boarded,,Vacant,FALSE,TRUE,11104,S,EMERALD,AVE,60628,1173294.868,1831223.461,34,22,49,41.69229451,-87.64116321,"(41.692294507727, -87.641163206591)"
Vacant/Abandoned Building,15-06161460,11/14/2015,Front,,Open,,Vacant,FALSE,FALSE,2506,W,55TH,ST,60632,1160548.701,1868121.504,14,9,63,41.79382011,-87.6868142,"(41.79382011081, -87.686814204955)"
Vacant/Abandoned Building,15-06159349,11/14/2015,Front,,Open,,Vacant,FALSE,TRUE,3923,W,VAN BUREN,ST,60624,1150304.803,1897735.715,28,11,26,41.87529068,-87.7236075,"(41.875290683098, -87.723607495626)"
Vacant/Abandoned Building,15-06144930,11/13/2015,Front,,Open,ALL OVER,Vacant,FALSE,FALSE,6348,S,HOYNE,AVE,60636,1163453.937,1862529.119,16,7,67,41.77841343,-87.67631755,"(41.778413427137, -87.676317554957)"
Vacant/Abandoned Building,15-06145800,11/13/2015,Garage,,Boarded,,Occupied,FALSE,FALSE,5348,W,CORNELIA,AVE,60641,1140087.133,1922751.466,30,16,15,41.94412981,-87.76050984,"(41.944129812522, -87.760509835707)"
Vacant/Abandoned Building,15-06144473,11/13/2015,Garage,,Boarded,,Vacant,FALSE,TRUE,11612,S,VINCENNES,AVE,60643,1165836.141,1827855.644,34,22,75,41.68321386,-87.66856598,"(41.683213864522, -87.668565981535)"
Vacant/Abandoned Building,15-06147397,11/13/2015,,,,,,,,1323,W,98TH,ST,60643,1169237.141,1839798.07,21,22,73,41.71591311,-87.65577219,"(41.715913105899, -87.65577218973)"
Vacant/Abandoned Building,15-06144403,11/13/2015,Rear,,Open,,Vacant,FALSE,TRUE,1735,N,PULASKI,RD,60639,1149441.827,1911369.956,26,25,23,41.91272125,-87.72642193,"(41.912721250566, -87.726421929708)"
Vacant/Abandoned Building,15-06149989,11/13/2015,Front,,Boarded,CALLER CAN HEAR CATS INSIDE THE PROPERTY,Vacant,FALSE,FALSE,5146,W,PATTERSON,AVE,60641,1141403.788,1923781.62,30,16,15,41.94693241,-87.75564482,"(41.946932406818, -87.755644815989)"
Vacant/Abandoned Building,15-06146214,11/13/2015,Rear,,Open,REAR / GARAGE,Vacant,FALSE,TRUE,7820,S,CHAMPLAIN,AVE,60619,1181919.428,1853298.321,6,6,69,41.7526761,-87.60890747,"(41.752676097217, -87.608907467426)"
Vacant/Abandoned Building,15-06147162,11/13/2015,Front,,Boarded,,Vacant,FALSE,FALSE,8057,S,STEWART,AVE,60620,1175025.017,1851505.965,17,6,44,41.74791417,-87.63422587,"(41.747914172169, -87.634225870811)"
Vacant/Abandoned Building,15-06142099,11/13/2015,Rear,,Open,,Vacant,FALSE,TRUE,6521,S,ELLIS,AVE,60637,1184010.54,1861977.712,20,3,42,41.77644461,-87.60097368,"(41.776444613424, -87.60097368215)"
Vacant/Abandoned Building,15-06136593,11/13/2015,Front,,Open,,Vacant,FALSE,FALSE,417,E,45TH,PL,60653,1179811.185,1874941.66,3,2,38,41.81211598,-87.61597155,"(41.812115978159, -87.615971552142)"
Vacant/Abandoned Building,15-06137664,11/13/2015,Front,,Boarded,,Vacant,FALSE,FALSE,6830,S,LOOMIS,BLVD,60636,1168174.7,1859459.745,17,7,67,41.7698904,-87.65909917,"(41.769890400871, -87.659099168548)"
Vacant/Abandoned Building,15-06143861,11/13/2015,Front,,Open,SIDE WINDOWS AND REAR DOOR,Vacant,FALSE,TRUE,7326,S,CHAMPLAIN,AVE,60619,1181832.023,1856581.962,6,3,69,41.76168877,-87.60912647,"(41.761688772619, -87.609126468504)"
Vacant/Abandoned Building,15-06151889,11/13/2015,Front,,Open,FRONT AND REAR,Vacant,FALSE,TRUE,4325,S,ALBANY,AVE,60632,1156417.55,1875799.683,15,9,58,41.81497433,-87.70175609,"(41.814974328215, -87.701756091138)"
Vacant/Abandoned Building,15-06141464,11/13/2015,Rear,,Boarded,,Vacant,FALSE,FALSE,7032,S,HERMITAGE,AVE,60636,1165895.604,1858060.413,17,7,67,41.76609917,-87.66749308,"(41.766099170039, -87.667493079315)"
Vacant/Abandoned Building,15-06144000,11/13/2015,Front,,Open,ALL OVER,Vacant,FALSE,FALSE,1102,E,83RD,ST,60619,1185048.301,1850184.674,8,4,45,41.74405906,-87.59753914,"(41.744059063832, -87.597539141342)"
Vacant/Abandoned Building,15-06138810,11/13/2015,,,,,,,,8024,S,WESTERN,AVE,60620,1161773.62,1851284.18,18,8,70,41.74759075,-87.68278949,"(41.747590753702, -87.682789491433)"
Vacant/Abandoned Building,15-06150687,11/13/2015,Front,,Open,VARIOUS,Vacant,FALSE,FALSE,1340,W,108TH,PL,60643,1169328.264,1832814.878,34,22,75,41.69674816,-87.65563973,"(41.696748164782, -87.655639728199)"
Vacant/Abandoned Building,15-06141431,11/13/2015,Front,,Open,"FRONT/REAR DOORS, WINDOWS",Vacant,FALSE,FALSE,7028,S,HERMITAGE,AVE,60636,1165894.804,1858087.213,17,7,67,41.76617273,-87.66749525,"(41.766172729845, -87.667495251188)"
Vacant/Abandoned Building,15-06135548,11/13/2015,Garage,,Open,,Vacant,FALSE,FALSE,5352,S,MARSHFIELD,AVE,60609,1166251.604,1869215.929,16,9,61,41.79670375,-87.66587082,"(41.796703748731, -87.665870819127)"
Vacant/Abandoned Building,15-06141234,11/13/2015,Front,,Boarded,,Vacant,FALSE,TRUE,9220,S,UNIVERSITY,AVE,60619,1185488.389,1844075.915,8,4,47,41.72728564,-87.59611836,"(41.727285636782, -87.596118361738)"
Vacant/Abandoned Building,15-06147531,11/13/2015,Front,,Open,REAR DOOR UNSECURED,Vacant,FALSE,FALSE,9236,S,CLYDE,AVE,60617,1191786.951,1844138.741,7,4,48,41.72730769,-87.57304416,"(41.727307694295, -87.573044159803)"
Vacant/Abandoned Building,15-06117659,11/12/2015,Rear,,Open,ALL OVER,Vacant,FALSE,FALSE,1665,N,MILWAUKEE,AVE,60647,1162244.693,1911065.493,2,14,24,41.91162755,-87.67939584,"(41.911627550256, -87.679395841834)"
Vacant/Abandoned Building,15-06117202,11/12/2015,,,,,,,,2659,E,78TH,ST,60649,1195404.136,1853764.66,7,4,43,41.75363357,-87.55947707,"(41.753633569735, -87.559477070429)"
Vacant/Abandoned Building,15-06117616,11/12/2015,Front,,Open,FRONT DOOR WIDE OPEN,Vacant,FALSE,FALSE,10028,S,YALE,AVE,60628,1176384.001,1838443.309,9,5,49,41.71203813,-87.62963747,"(41.712038133252, -87.629637467266)"
Vacant/Abandoned Building,15-06120410,11/12/2015,Front,,Open,,Vacant,FALSE,FALSE,208,W,113TH,ST,60628,1176869.829,1830012.025,34,5,49,41.68889057,-87.62811108,"(41.688890572185, -87.62811107744)"
Vacant/Abandoned Building,15-06118358,11/12/2015,Front,,Open,FRONT DOOR IS OPEN,Vacant,FALSE,FALSE,5725,S,LOOMIS,BLVD,60636,1167973.599,1866785.372,16,7,67,41.78999715,-87.65962594,"(41.78999715037, -87.659625939939)"
Vacant/Abandoned Building,15-06124762,11/12/2015,Front,,Boarded,,Vacant,FALSE,FALSE,6501,S,JUSTINE,ST,60636,1167123.718,1861616.802,16,7,67,41.77583219,-87.66288998,"(41.775832185725, -87.662889983629)"
Vacant/Abandoned Building,15-06122062,11/12/2015,Garage,,Open,"FRONT/REAR DOORS, WINDOWS, GARAGE AND SHED",Vacant,FALSE,TRUE,4839,W,QUINCY,ST,60644,1144185.7,1898564.27,28,15,25,41.87768142,-87.74605386,"(41.877681424009, -87.746053857088)"
Vacant/Abandoned Building,15-06121202,11/12/2015,Front,,Open,,Vacant,FALSE,FALSE,1244,W,115TH,ST,60643,1169998.35,1828514.218,34,22,75,41.68493196,-87.65331057,"(41.684931957588, -87.653310573334)"
Vacant/Abandoned Building,15-06117910,11/12/2015,Front,,Open,NOT SECURE -- A HAZARD,Vacant,FALSE,FALSE,6751,S,WINCHESTER,AVE,60636,1164519.96,1859913.54,16,7,67,41.77121351,-87.67248313,"(41.771213513869, -87.67248312652)"
Vacant/Abandoned Building,15-06132150,11/12/2015,Front,,Boarded,REAR WINDOW,Vacant,FALSE,FALSE,3838,W,JACKSON,BLVD,60624,1150852.178,1898412.88,28,11,26,41.87713821,-87.72158002,"(41.877138210657, -87.721580016464)"
Vacant/Abandoned Building,15-06120094,11/12/2015,Front,,Open,WIDE OPEN,Vacant,FALSE,FALSE,7927,S,WABASH,AVE,60619,1178085.128,1852466.462,6,6,44,41.75048111,-87.62298366,"(41.750481112744, -87.622983661988)"
Vacant/Abandoned Building,15-06121538,11/12/2015,Front,,Open,FRONT DOOR,Vacant,FALSE,FALSE,9420,S,LOWE,AVE,60620,1173628.538,1842402.64,21,22,73,41.72296445,-87.63961187,"(41.722964454128, -87.639611871308)"
Vacant/Abandoned Building,15-06118111,11/12/2015,Front,,Open,"FRONT/REAR DOORS, WINDOWS MISSING",Vacant,FALSE,FALSE,12045,S,UNION,AVE,60628,1173822.025,1825000.021,34,5,53,41.67520476,-87.63941673,"(41.675204763733, -87.639416729742)"
Vacant/Abandoned Building,15-06118898,11/12/2015,Front,,Open,,Vacant,FALSE,FALSE,7112,S,PARNELL,AVE,60621,1173854.364,1857750.963,6,7,68,41.76507723,-87.63833063,"(41.765077233901, -87.638330632572)"
Vacant/Abandoned Building,15-06118816,11/12/2015,Front,,Open,,Vacant,FALSE,FALSE,7110,S,PARNELL,AVE,60621,1173853.964,1857764.363,6,7,68,41.76511401,-87.6383317,"(41.76511401396, -87.638331701839)"
Vacant/Abandoned Building,15-06120377,11/12/2015,Front,,Open,FRONT AND SIDE DOORS,Vacant,FALSE,TRUE,828,N,KEYSTONE,AVE,60651,1149237.82,1905226.046,37,11,23,41.8958657,-87.72733086,"(41.895865701594, -87.727330858882)"
Vacant/Abandoned Building,15-06132284,11/12/2015,Front,,Open,FRONT,Vacant,FALSE,FALSE,5711,S,ELIZABETH,ST,60636,1168963.991,1866905.795,16,7,67,41.79030625,-87.65599097,"(41.790306251663, -87.655990974415)"
Vacant/Abandoned Building,15-06116184,11/12/2015,Rear,,Open,GARAGE,Vacant,FALSE,TRUE,5535,S,HAMILTON,AVE,60636,1162975.36,1867838.984,15,7,67,41.79299442,-87.67792367,"(41.792994416285, -87.677923665876)"
Vacant/Abandoned Building,15-06133190,11/12/2015,Rear,,Boarded,REAR FENCE,Vacant,FALSE,FALSE,4519,S,LARAMIE,AVE,60638,1142454.503,1874184.533,22,8,56,41.8108123,-87.75301532,"(41.810812297886, -87.753015318354)"
Vacant/Abandoned Building,15-06115591,11/12/2015,Front,,Open,FRONT REAR AND WINDOWS,Vacant,FALSE,TRUE,7038,S,EMERALD,AVE,60621,1172523.065,1858199.828,6,7,68,41.76633839,-87.64319702,"(41.766338388435, -87.643197021883)"
Vacant/Abandoned Building,15-06123324,11/12/2015,Front,,Open,,Vacant,FALSE,TRUE,10548,S,AVENUE M,,60617,1201513.462,1835618.546,10,4,52,41.70368633,-87.53770379,"(41.703686331711, -87.537703788338)"
Vacant/Abandoned Building,15-06099628,11/11/2015,Front,,Open,,Vacant,FALSE,FALSE,2724,W,47TH,ST,60632,1158902.575,1873387.715,15,9,58,41.8083051,-87.69270656,"(41.808305100171, -87.69270655676)"
Vacant/Abandoned Building,15-06107449,11/11/2015,Front,,Open,,Vacant,FALSE,TRUE,9745,S,WENTWORTH,AVE,60628,1176661.439,1840331.066,21,5,49,41.71721217,-87.62856483,"(41.717212173304, -87.628564828327)"
Vacant/Abandoned Building,15-06099494,11/11/2015,Front,,Open,,Vacant,FALSE,FALSE,2836,W,38TH,PL,60632,1158093.091,1878984.921,12,9,58,41.82368106,-87.6955232,"(41.823681060458, -87.695523196155)"
Vacant/Abandoned Building,15-06092826,11/11/2015,Front,,Open,,Occupied,FALSE,TRUE,9337,S,SAGINAW,AVE,60617,1195506.811,1843564.715,7,4,48,41.72564155,-87.55943695,"(41.725641547172, -87.559436948614)"
Vacant/Abandoned Building,15-06096046,11/11/2015,Front,,Open,,Vacant,FALSE,FALSE,1908,S,SAWYER,AVE,60623,1154997.546,1890470.361,24,10,29,41.85526099,-87.70657226,"(41.855260992308, -87.7065722558)"
Vacant/Abandoned Building,15-06103629,11/11/2015,Front,,Open,ALL,Vacant,FALSE,FALSE,8224,S,LAFLIN,ST,60620,1167766.46,1850199.45,21,6,71,41.74448767,-87.66086094,"(41.744487668829, -87.660860939352)"
